1.5377,1.8404,0
2.8339,0.11197,0
-1.2588,1.1001,0
1.8622,0.45547,0
1.3188,1.3035,0
-0.30769,0.39967,0
0.56641,1.49,0
1.3426,1.7394,0
4.5784,2.7119,0
3.7694,0.80588,0
-0.34989,-1.1384,0
4.0349,0.16041,0
1.7254,2.3546,0
0.93695,-0.072155,0
1.7147,1.961,0
0.79503,1.124,0
0.87586,2.4367,0
2.4897,-0.9609,0
2.409,0.8023,0
2.4172,-0.20785,0
1.6715,3.908,0
-0.20749,1.8252,0
1.7172,2.379,0
2.6302,-0.05818,0
1.4889,0.53138,0
2.0347,0.72753,0
1.7269,2.0984,0
0.69656,0.72213,0
1.2939,1.7015,0
0.21272,-1.0518,0
1.8884,0.64615,0
-0.14707,0.17641,0
-0.06887,-0.57706,0
0.1905,1.508,0
-1.9443,1.282,0
2.4384,1.0335,0
1.3252,-0.33368,0
0.24507,2.1275,0
2.3703,1.3502,0
-0.71152,0.70093,0
0.89776,1.0229,0
0.75855,0.738,0
1.3192,-0.75021,0
1.3129,0.71435,0
0.13512,0.16863,0
0.96995,0.020794,0
0.83512,-0.1564,0
1.6277,0.46644,0
2.0933,-1.0026,0
2.1093,1.9642,0
0.13635,1.5201,0
1.0774,0.97997,0
-0.21412,0.96523,0
-0.1135,0.20184,0
0.99315,2.0187,0
2.5326,0.86678,0
0.23033,0.28547,0
1.3714,2.3514,0
0.77442,0.77523,0
2.1174,0.41097,0
-0.089064,0.70625,0
1.0326,0.15207,0
1.5525,-0.12013,0
2.1006,3.526,0
2.5442,2.6555,0
1.0859,1.3075,0
-0.49159,-0.25712,0
0.2577,0.13453,0
-0.061582,0.82347,0
3.3505,1.7914,0
0.3844,-0.332,0
1.7481,-1.3299,0
0.80758,-0.4491,0
1.8886,1.3335,0
0.23515,1.3914,0
-0.40227,1.4517,0
-0.42238,0.86972,0
1.4882,1.1837,0
0.82262,0.52385,0
0.80395,1.862,0
2.4193,-0.36169,0
1.2916,1.455,0
1.1978,0.15129,0
2.5877,0.66511,0
0.19553,1.5528,0
1.6966,2.0391,0
1.8351,-0.11764,0
0.75628,2.2607,0
1.2157,1.6601,0
-0.16584,0.93213,0
-0.14795,0.80478,0
1.1049,0.78239,0
1.7223,0.69689,0
3.5855,1.023,0
0.33311,1.0513,0
1.1873,1.8261,0
0.91751,2.527,0
-0.93302,1.4669,0
0.56103,0.79029,0
-0.79468,1.6252,0
-0.81677,-0.92007,1
-2.0298,-1.9485,1
-0.050778,-0.58851,1
-0.69294,-0.32302,1
-0.86483,-0.14227,1
-0.48475,-1.6912,1
-0.73859,-0.55062,1
-1.9415,-0.89937,1
-1.1623,-0.17393,1
-1.1461,-0.46384,1
-1.532,-0.10211,1
0.6821,-1.1319,1
-1.8757,-1.1472,1
-1.4838,0.0077734,1
-1.712,-3.1237,1
-2.1742,-1.5046,1
-1.1922,-2.2706,1
-1.2741,-1.3826,1
0.53007,-0.35132,1
-1.249,-0.17427,1
-2.0642,-2.0149,1
0.60346,-1.4711,1
0.23468,-0.86298,1
-1.2296,-1.2919,1
-2.5062,-0.69818,1
-1.4446,-0.60007,1
-1.1559,-1.93,1
-0.72393,-1.1768,1
-1.2612,-3.1321,1
-0.55658,0.14536,1
-0.60811,-1.6291,1
-2.2507,-2.2038,1
-1.948,-1.2539,1
-1.7411,-2.4286,1
-1.5078,-1.0209,1
-1.3206,-1.5607,1
-0.98753,1.1778,1
-4.0292,0.13847,1
-1.457,-3.4969,1
0.24245,-0.55867,1
-2.0667,-2.3981,1
-0.066272,-1.2551,1
-0.64968,-0.8356,1
-1.029,-0.25227,1
-0.81755,-1.273,1
-2.5651,0.5763,1
-1.0845,-1.4809,1
0.60395,-0.67249,1
-0.90165,-0.33527,1
-0.95863,-0.91481,1
-1.7342,-0.11905,1
-1.0308,-0.67679,1
-0.76765,-1.7841,1
-0.57361,-2.8054,1
-1.3728,0.85859,1
-1.2365,-1.6045,1
1.0237,-0.89664,1
-3.2584,-0.43683,1
1.2294,-0.8864,1
-0.66244,-1.9047,1
6.082e-05,-1.4677,1
-2.6642,-1.1249,1
-1.59,0.47896,1
-1.2781,-1.8608,1
-0.57728,-0.21533,1
-2.6702,-0.69138,1
-0.52837,-1.2339,1
-2.2128,-2.057,1
-0.93381,-1.2841,1
-0.34764,-1.0867,1
-0.67294,-2.4694,1
0.082634,-0.80782,1
0.0060771,-1.8223,1
-1.6509,-1.0942,1
-0.74294,-0.66379,1
-1.9444,-1.9047,1
-2.3218,-1.2883,1
-0.075174,-0.64994,1
-0.99995,-2.8359,1
-1.0549,0.035976,1
-0.088873,1.4245,1
-0.40542,-0.040599,1
-0.6498,-1.3158,1
0.25025,-0.57138,1
-0.070211,-2.036,1
-0.76024,0.87787,1
-1.6904,-0.059296,1
-1.6516,-0.21265,1
0.1921,-1.8759,1
-2.6118,-0.68005,1
-1.0245,-1.5583,1
-2.9488,-1.3114,1
0.020498,-1.57,1
-0.13828,-2.0257,1
-0.99884,-1.9087,1
-1.0708,-1.2099,1
-3.4863,-2.6989,1
-0.41883,-0.3924,1
-3.1924,-1.1178,1
-3.3193,-0.30084,1
